,molecule_id,smiles,target_core,vs1,vdelta
2908,1766115375725_stgg312,CC(C)(C)c1cc(C(=O)c2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)c2)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,1,2.735170841217041,0.1804052591323852
2909,1766115375725_stgg3418,CC(C)(C)c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2cc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)cc(-n3c4ccccc4c4cc(C(C)(C)C)ccc43)c2)cc1,1,2.722817659378052,0.1150441169738769
2910,1766115375725_stgg2718,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5c(-n6c7ccccc7c7ccccc76)ccc(-n6c7ccccc7c7ccccc76)c54)cc3)n2)cc1,1,2.8649044036865234,0.1403862237930297
2911,1766115375725_stgg434,N#Cc1c(-n2c3ccccc3c3ccccc32)c(C(=O)n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,1,2.785684585571289,0.1967651844024658
2912,1766115375725_stgg4908,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-n2c3ccccc3c3ccccc32)cc1-c1nc2ccccc2nc1-c1ccccc1,1,2.7489516735076904,0.2087061405181884
2913,1766115375725_stgg133,CC(C)(C)c1ccc(-c2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)c2C#N)cc1,1,3.169496774673462,0.3267588019371032
2914,1766115375725_stgg3934,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(OC)cc4)ccc2n3-c2ccc(-c3cc(C(=O)c4ccccc4)cc(-n4c5ccccc5c5ccccc54)c3)cc2)cc1,1,3.07227635383606,0.2362769246101379
2915,1766115375725_stgg2065,CC(C)(C)c1ccc(-c2nc(-c3cccc(-n4c5ccccc5c5ccccc54)c3)nc(-c3cccc(-n4c5ccccc5c5cc(C(C)(C)C)ccc54)n3)n2)cc1,1,2.642221689224243,0.102175235748291
2916,1766115375725_stgg4259,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,1,2.8666319847106934,0.1697618961334228
2917,1766115375725_stgg67,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C(=O)c2ccncc2)cc1,1,2.81005597114563,0.1963163018226623
2918,1766115375725_stgg4761,O=S(=O)(c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1-c1ccccc1,1,2.858915328979492,0.1674706935882568
2919,1766115375725_stgg1153,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-n2c3ccccc3c3ccccc32)c(C(=O)c2ccccc2)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,1,2.9080379009246826,0.170661449432373
2920,1766115375725_stgg3628,CC(C)(C)c1ccc(-n2c3ccccc3c3ccccc32)c(C(=O)c2ccncc2)c1,1,2.9767777919769287,0.2418872117996215
2921,1766115375725_stgg1486,CC(C)(C)c1ccc(-c2c(C#N)cc(C#N)cc2-c2cccc(N(c3ccccc3)c3ccccc3)c2)cc1,1,2.955566883087158,0.2980583906173706
2922,1766115375725_stgg824,N#Cc1ccc(-c2ccc(C#N)c(-n3c4ccccc4c4cc(Br)ccc43)c2)c(C#N)c1,1,2.780130624771118,0.2918598651885986
2923,1766115375725_stgg2145,Cc1cc(C(=O)c2cccnc2)ccc1S(=O)(=O)c1ccc(-n2c3ccccc3c3ccccc32)cc1,1,2.799507141113281,0.1155833005905151
2924,1766115375725_stgg4358,O=C(c1ccccc1)c1ccc2c(c1)c1ccccc1n2-c1ccc(-n2c3ccccc3c3ccccc32)cc1-c1nc(-c2ccccc2)nc(-c2ccccc2)n1,1,2.9201319217681885,0.1809675693511963
2925,1766115375725_stgg4979,O=P(c1ccccc1)(c1ccccc1)c1cccc(-c2nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)nc(-c3ccccc3-c3nc(-c4ccccc4)nc(-c4cccc(-n5c6ccccc6c6ccccc65)c4)n3)n2)c1,1,2.771843433380127,0.0973942279815673
2926,1766115375725_stgg2274,Cc1cc(C)c(B(c2ccc(N(c3ccccc3)c3cccc(N(c4ccccc4)c4ccccc4)c3)cc2C)c2c(C)cc(C)cc2C)c(C)c1,1,2.8078713417053223,0.2821738719940185
2927,1766115375725_stgg2802,FC(F)(F)c1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,1,3.131787776947021,0.1698811650276184
2928,1766115375725_stgg4458,N#Cc1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1C#N,1,2.945961236953736,0.3132638335227966
2929,1766115375725_stgg3400,CC(C)c1cc(-c2c(-c3ccc(C(C)(C)C)cc3)c(-c3cccc(-n4c5ccccc5c5ccccc54)c3)c(C#N)c(-c3ccc(C(C)(C)C)cc3)c2-c2cccc(-n3c4ccccc4c4ccccc43)c2)c(C(C)(C)C)c(C(C)C)c1,1,3.331470489501953,0.2091423869132995
2930,1766115375725_stgg2666,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1ccccc1-c1nc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)nc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)n1,1,2.992465019226074,0.1629930138587951
2931,1766115375725_stgg288,COc1ccc(-c2ccc3c(c2)c2cc(C(=O)c4ccc(C)cc4)ccc2n3-c2ccc(C(=O)c3ccc4sc5ccccc5c4c3)cc2)cc1,1,3.052010059356689,0.3245553374290466
2932,1766115375725_stgg3406,N#Cc1c(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccc(Br)cc32)c(C#N)c1-n1c2ccccc2c2cc(Br)ccc21,1,2.92919659614563,0.2734451293945312
2933,1766115375725_stgg1389,N#Cc1cc(N2C(c3ccc(-n4c5ccccc5c5ccccc54)cc3)=CC(c3ccccc3)(c3ccccc3)c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,1,3.1217825412750244,0.199945867061615
2934,1766115375725_stgg2683,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,1,2.8333559036254883,0.2338870763778686
2935,1766115375725_stgg3668,O=C(c1ccncc1)c1cccc(-n2c3ccccc3c3ccccc32)c1,1,2.7094874382019043,0.1925719976425171
2936,1766115375725_stgg4803,Cc1cc(C)c(B(c2cc(C)c(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2C)c2c(C)cc(C)cc2C)c(C)c1,1,2.95386290550232,0.1734870076179504
2937,1766115375725_stgg2898,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,1,2.937664031982422,0.1877216696739196
2938,1766115375725_stgg697,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nc(-c2ccccc2)nc(-c2ccc3c(c2P(=O)(c2ccccc2)c2ccccc2)c2cc(C(C)(C)C)ccc2n3-c2ccccc2)n1,1,3.052340269088745,0.2673757672309875
2939,1766115375725_stgg4966,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3cccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)c3)nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)cc1,1,2.740973472595215,0.1976522207260131
2940,1766115375725_stgg529,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C#N)c(-c2ccccc2)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,1,3.0212409496307373,0.1876000165939331
2941,1766115375725_stgg2234,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1n2-c1ccc(-c2nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)cc1,1,2.87244176864624,0.2577258348464966
2942,1766115375725_stgg3877,Cc1ccc(B(c2c(C)cc(C)cc2C)c2c(C)cc(-n3c4ccc(N(c5ccccc5)c5ccccc5)cc4c4c(C)cc(C)cc43)cc2C)c(C)c1,1,2.721149682998657,0.1228557825088501
2943,1766115375725_stgg3609,c1ccc2c(c1)c1ccccc1n2-c1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1-c1nc2ccccn2n1,1,3.149154663085937,0.2631046175956726
2944,1766115375725_stgg4651,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)nc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)n2)c1,1,2.75353741645813,0.0597599744796752
2945,1766115375725_stgg4713,Cc1cc(C)c(B(c2ccc(-n3c4ccccc4c4cccc(C)c43)cc2)c2c(C)cc(C)cc2C)c(C)c1,1,2.968921899795532,0.2514192461967468
2946,1766115375725_stgg3531,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2cc(C(=O)c3ccccc3)cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)c2)c1,1,2.923041582107544,0.1419739723205566
2947,1766115375725_stgg4999,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cccc2-n2c3ccc(C(C)(C)C)cc3c3c(C(C)(C)C)cc(C(C)(C)C)cc32)c(C)c1,1,2.8523197174072266,0.0748454928398132
2948,1766115375725_stgg4519,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C(=O)c2ccncc2)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(C(C)(C)C)c1,1,2.6949734687805176,0.1486020684242248
2949,1766115375725_stgg4230,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C#N)c(C#N)cc1-n1c2ccccc2c2cc(C(=O)c3ccccc3)ccc21,1,2.947489023208618,0.3146283030509949
2950,1766115375725_stgg607,CC(C)(C)c1ccc(-c2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C#N)c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c(-c3ccc(C(C)(C)C)cc3)c2-c2ccc(C(C)(C)C)cc2)cc1,1,3.1632699966430664,0.3039824366569519
2951,1766115375725_stgg1517,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)nc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)n2)c1,1,2.7109851837158203,0.126999020576477
2952,1766115375725_stgg5050,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc3ccccn3n2)c1-n1c2ccccc2c2ccccc21,1,3.218250036239624,0.2801018953323364
2953,1766115375725_stgg768,Cc1ccccc1-c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(-c2ccccc2-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)n1,1,2.849210739135742,0.1496993899345398
2954,1766115375725_stgg4173,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1C#N,1,3.0764708518981934,0.241814374923706
2955,1766115375725_stgg711,CC(C)(C)c1ccc(-c2c(C#N)c(-c3cccc(-n4c5ccccc5c5ccccc54)c3)c(-c3ccc(C(C)(C)C)cc3)c(-c3ccccc3)c2-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc1,1,3.335579872131348,0.2302817106246948
2956,1766115375725_stgg1484,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1cc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1C#N,1,2.996732473373413,0.184081494808197
2957,1766115375725_stgg3782,c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)cc3-c3nc4ccccn4n3)n2)cc1,1,2.7782692909240723,0.1759155392646789
2958,1766115375725_stgg2151,c1ccc(-c2nnc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-n3c4ccccc4c4ccccc43)nc2-n2c3ccccc3c3ccccc32)cc1,1,2.926344871520996,0.2354757189750671
2959,1766115375725_stgg2117,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1ccccc1-c1nc(-c2ccccc2)nc(-c2cccc(P(=O)(c3ccccc3)c3ccccc3)c2)n1,1,3.0924885272979736,0.2385669350624084
2960,1766115375725_stgg1,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(C(C)(C)C)cc1C(=O)c1ccccc1,1,2.8875226974487305,0.1800935864448547
2961,1766115375725_stgg2156,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-c2ccccc2)c(C(=O)c2ccncc2)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,1,2.838939428329468,0.1838721632957458
2962,1766115375725_stgg3054,Cc1cc(-n2c3ccc(N(c4ccccc4)c4ccccc4)cc3c3cc(N(c4ccccc4)c4ccccc4)ccc32)cc(-c2ccc(C(C)(C)C)cc2)c1C#N,1,2.8748679161071777,0.3032662272453308
2963,1766115375725_stgg693,Cc1cc(C)c(B(c2ccc(-n3c4ccccc4c4ccccc43)cc2C)c2c(C)cc(C)cc2C(C)C)c(C)c1,1,2.9493279457092285,0.2205628156661987
2964,1766115375725_stgg1287,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2cc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)nc(-c3ccccc3-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)n2)c1,1,3.006916284561157,0.1783536672592163
2965,1766115375725_stgg2099,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3cccc(-c4cc(C(C)(C)C)cc5c4c4cc(C(C)(C)C)ccc4n5C(C)(C)C)c3)nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)c1,1,2.8368113040924072,0.1903249621391296
2966,1766115375725_stgg1274,CC(C)(C)c1ccc(-c2c(C#N)c(-c3cc(-n4c5ccccc5c5ccccc54)c(C#N)c(C(C)(C)C)c3)c(-c3ccc(C(C)(C)C)cc3)c(-c3ccc(C(C)(C)C)cc3)c2-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc1,1,3.0704345703125,0.1742659211158752
2967,1766115375725_stgg4891,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(C(C)=O)cc4)ccc2n3-c2ccc(C(=O)c3ccc4sc5ccccc5c4c3)cc2)cc1,1,3.0240304470062256,0.3616997003555298
2968,1766115375725_stgg1398,c1ccc(-c2cc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,1,3.134265899658203,0.3023148775100708
2969,1766115375725_stgg4956,N#Cc1cc(-n2nc(-c3ccccc3)nc2-c2ccc(C(=O)c3ccccc3)cc2)cc(-n2c3ccccc3c3cc(Br)ccc32)c1,1,2.905412673950196,0.1937379240989685
2970,1766115375725_stgg3820,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cc(-n3c4ccccc4c4ccccc43)cc2C(C)C)c(C)c1,1,3.016068696975708,0.1967146396636963
2971,1766115375725_stgg4516,Cc1ccc(N(c2ccc(C)cc2)c2cc(C)cc(C)c2B(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,1,2.934309482574463,0.3027877807617187
2972,1766115375725_stgg1369,N#Cc1cc(-c2ccc(-n3c4ccccc4c4cc(Br)ccc43)cc2)c(C#N)c(-n2c3ccccc3c3ccccc32)c1,1,2.8575901985168457,0.2556729316711426
2973,1766115375725_stgg108,c1ccc(-c2cc(-c3ccccc3-n3c4ccc(-n5c6ccccc6c6ccccc65)cc4c4cc(-n5c6ccccc6c6ccccc65)ccc43)nc(-c3ccccc3)n2)cc1,1,3.026560544967652,0.1800423264503479
2974,1766115375725_stgg869,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C(=O)c2ccccc2)c(-c2ccccn2)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,1,2.7419650554656982,0.143006682395935
2975,1766115375725_stgg611,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc2c(c1)c1ccc(C(C)(C)C)cc1n2-c1ccccc1-c1nc(-c2ccccc2)nc(-c2ccccc2)n1,1,2.800986766815185,0.1260048747062683
2976,1766115375725_stgg3378,N#Cc1c(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,1,2.792127847671509,0.2167889475822448
2977,1766115375725_stgg4061,Cc1cc(C)c2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,1,3.405050277709961,0.3511252999305725
2978,1766115375725_stgg2861,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C(=O)c2ccccc2)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)n1,1,2.660396337509156,0.1798740029335022
2979,1766115375725_stgg4557,CC(C)(C)c1ccc(-c2c(C#N)c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c(-c3ccc(C(C)(C)C)cc3)c(-c3ccc(C(C)(C)C)cc3)c2-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc1,1,3.254900932312012,0.2782326936721802
2980,1766115375725_stgg3524,Fc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,1,2.996748447418213,0.1784549951553344
2981,1766115375725_stgg2850,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c2c3ccccc3n(-c3ccccc3)c12,1,2.778224468231201,0.198918342590332
2982,1766115375725_stgg2527,O=C(c1ccc(-n2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1)c1cccnc1,1,2.767672777175904,0.1232773661613464
2983,1766115375725_stgg4884,c1ccc(-c2nc(-n3c4ccccc4c4ccccc43)c(-n3c4ccccc4c4ccccc43)c(-n3c4ccccc4c4ccccc43)c2-c2nc3ccccn3n2)cc1,1,3.093088865280152,0.3044779300689697
2984,1766115375725_stgg4078,c1ccc2c(c1)c1ccccc1n2-c1cc(-n2c3ccccc3c3ccccc32)c(-c2nc3ccccn3n2)c(-n2c3ccccc3c3ccccc32)c1,1,3.2701892852783203,0.2899752855300903
2985,1766115375725_stgg1640,N#Cc1cc(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c(C#N)cc1-n1c2ccccc2c2cc(Br)ccc21,1,2.7845702171325684,0.222186267375946
2986,1766115375725_stgg2135,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cc(-c3cc(N(c4ccccc4)c4ccccc4)ccc3-n3c4ccccc4c4ccccc43)cc2C)c(C)c1,1,2.7804362773895264,0.115922212600708
2987,1766115375725_stgg3067,N#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1-c1nc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)n1,1,2.872519254684448,0.1632498502731323
2988,1766115375725_stgg3165,CCCCn1c2ccc(C#N)cc2c2cc(C#N)cc(-c3cc(C#N)c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c21,1,3.127207040786743,0.3732958436012268
2989,1766115375725_stgg1912,c1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3)n2)cc1,1,3.0683188438415527,0.2686113715171814
2990,1766115375725_stgg4763,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-n2c3ccccc3c3ccc(N(c4ccccc4)c4ccccc4)cc32)c(C#N)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1C(F)(F)F,1,2.9243500232696533,0.1782729625701904
2991,1766115375725_stgg584,CC(C)(C)c1ccc(-c2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc2-c2cc(-n3c4ccccc4c4cc(C(C)(C)C)ccc43)cc(-n3c4ccccc4c4cc(C(C)(C)C)ccc43)c2C#N)cc1,1,3.1386446952819824,0.2556543946266174
2992,1766115375725_stgg814,c1ccc(-c2nc(-c3ccccn3)nc(-c3cccc(-n4c5ccccc5c5cc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)ccc54)c3-n3c4ccccc4c4ccccc43)n2)cc1,1,2.8762853145599365,0.140925645828247
2993,1766115375725_stgg2632,Cc1cc(C)c(B(c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C)cc(C)c43)cc2C)c2c(C)cccc2-n2c3ccccc3c3ccccc32)c(C)c1,1,2.8226237297058105,0.0918114781379699
2994,1766115375725_stgg179,Cc1ccccc1-c1nc(-c2ccccc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,1,2.901125192642212,0.2186977267265319
2995,1766115375725_stgg937,N#Cc1ccccc1-c1cc(C#N)c(-n2c3ccccc3c3ccccc32)cc1-n1c2ccccc2c2ccccc21,1,3.0236892700195312,0.2886167764663696
2996,1766115375725_stgg1366,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C(c2ccccc2)(c2ccncc2)c2cccc(-n3c4ccccc4c4ccccc43)c2)c(-n2c3ccccc3c3cc(C(C)(C)C)ccc32)c1,1,3.3084793090820312,0.2502503991127014
2997,1766115375725_stgg4096,Cc1cc(N(c2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)c2)c2cc(C(=O)c3ccccc3)ccn2)ccc1-c1ccccc1,1,2.6798360347747803,0.2203575372695922
2998,1766115375725_stgg3751,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc(-n6c7ccccc7c7ccccc76)ccc54)c(N(c4ccccc4)c4ccccc4)c3)n2)cc1,1,2.6200108528137207,0.1005369424819946
2999,1766115375725_stgg278,Cc1cc(C)c(C(C)(C)c2cc(-n3c4ccccc4c4ccccc43)c3c4cc(-c5ccccc5)ccc4n(-c4ccc(C(=O)c5ccncc5)cc4)c3c2)c(C)c1,1,2.833427906036377,0.1994444727897644
3000,1766115375725_stgg3469,CC(C)(C)c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)cc(-c4ccc([N+](=O)[O-])cc4)c32)cc1,1,2.781128168106079,0.1875492334365844
3001,1766115375725_stgg1087,CC(C)(C)c1ccc(-c2c(C#N)c(-c3cccc(N(c4ccccc4)c4ccccc4)c3)c(-c3ccc(C(C)(C)C)cc3)c(-c3ccc(C(C)(C)C)cc3)c2-c2cccc(N(c3ccccc3)c3ccccc3)c2)cc1,1,3.1579484939575195,0.1640099883079528
3002,1766115375725_stgg3181,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(-c2ccccn2)cc1-c1ccccc1,1,3.288519382476806,0.2944768071174621
3003,1766115375725_stgg558,N#Cc1ccc(-n2c(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)ccc4-c4cccc5ccccc45)c4ccccc34)nc3c4ccccc4c4ccccc4c32)c2ccccc12,1,2.6412692070007324,0.1962018013000488
3004,1766115375725_stgg171,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nc(-c2ccccc2)nc(-c2cccc(P(=O)(c3ccccc3)c3ccccc3)c2)n1,1,2.728336334228516,0.1061526536941528
3005,1766115375725_stgg2577,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1C#N,1,3.0129716396331787,0.2217715978622436
3006,1766115375725_stgg4244,Cc1ccc(B(c2ccc(-n3c4ccccc4c4ccccc43)cc2C)c2c(C)cc(C)cc2C)c(C)c1,1,3.002446174621582,0.257163941860199
3007,1766115375725_stgg2946,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2c(-c3nc4ccccn4n3)c(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)cc1,1,3.147684335708618,0.2364978790283203
3008,1766115375725_stgg3965,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5ccccc54)c4c3c3ccccc3n4-c3ccccc3)n2)cc1,1,2.8394689559936523,0.1984849572181701
3009,1766115375725_stgg3375,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,1,2.7398624420166016,0.1130934953689575
3010,1766115375725_stgg756,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(C(=O)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)cc(C(C)(C)C)c43)cc2)c1,1,2.819901704788208,0.2111349105834961
3011,1766115375725_stgg1193,CC(C)(C)c1ccc2c(c1)c1cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc1n2-c1ccc(C(=O)c2ccccc2)cc1,1,3.01417088508606,0.2556394934654236
