,molecule_id,SMILES,vs1,vdelta,vs1_xtb,vdelta_xtb,xtb_coordinates_path,mmff_coordinates_path,basic_coordinates_path
4622,1766460299457_stgg4259,c1ccc(-c2nc(-c3ccccc3)nc(-c3cccc(-n4c5ccccc5c5cc(-n6c7ccccc7c7ccccc76)ccc54)c3)n2)cc1,2.770785093307495,0.1046031713485717,3.7575,0.4608999999999996,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4259/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4259/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4259/basic.xyz
4623,1766460299457_stgg2429,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c1-n1c2ccccc2c2ccccc21,2.9028003215789795,0.1499701142311096,3.4841,0.1146000000000002,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2429/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2429/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2429/basic.xyz
4624,1766460299457_stgg3514,CC(C)(C)c1cc(-c2nc(-c3cccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)c3)nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,2.7672572135925293,0.1324243545532226,3.8103,0.3957999999999999,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3514/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3514/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3514/basic.xyz
4625,1766460299457_stgg3445,FC(F)(F)c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)c1-n1c2ccccc2c2ccccc21,3.2336668968200684,0.2139756679534912,3.8651,0.4333,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3445/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3445/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3445/basic.xyz
4626,1766460299457_stgg584,O=C(c1ccccc1)c1ccc2c(c1)c1cc(-n3c4ccccc4c4ccccc43)ccc1n2-c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,2.7653982639312744,0.1433601975440979,3.8026,0.4049,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg584/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg584/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg584/basic.xyz
4627,1766460299457_stgg71,N#Cc1c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-c1ccccc1,3.101154327392578,0.2438902854919433,3.8442,0.3561999999999998,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg71/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg71/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg71/basic.xyz
4628,1766460299457_stgg512,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1cccc(-c2nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)nc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)cc(C(C)(C)C)c43)n2)c1,2.8878934383392334,0.1909906566143036,3.8564,0.4439999999999999,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg512/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg512/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg512/basic.xyz
4629,1766460299457_stgg333,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccccc3)nc(-c3nc(-c4ccccc4)nc(-c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)n3)n2)cc1,2.6690239906311035,0.2131612002849578,3.8721,0.4279000000000001,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg333/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg333/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg333/basic.xyz
4630,1766460299457_stgg1590,CC(C)(C)c1ccc2c(c1)c1ccc(-n3c4ccccc4c4ccccc43)cc1n2-c1ccc(C(=O)c2ccccn2)cc1,2.8637657165527344,0.2054648995399475,3.5828,0.2956000000000003,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1590/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1590/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1590/basic.xyz
4631,1766460299457_stgg2935,N#Cc1ccc(Nc2ccccc2)c(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2C#N)c1,3.122290134429932,0.3307999074459076,3.6748,0.5036,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2935/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2935/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2935/basic.xyz
4632,1766460299457_stgg1542,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2-c2cc(N(c3ccccc3)c3ccccc3)cc(-n3c4c(C)cc(C)cc4c4cc(C)cc(C)c43)c2)c(C)c1,2.856741189956665,0.1252785921096801,3.7625,0.3925,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1542/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1542/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1542/basic.xyz
4633,1766460299457_stgg2076,Cc1cc(C(=O)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,2.8738162517547607,0.2186769545078277,3.6427,0.4069000000000002,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2076/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2076/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2076/basic.xyz
4634,1766460299457_stgg537,CC(C)(C)c1ccc2c(c1)c1cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc1n2-c1ccc(-c2nc(-c3ccccn3)nc(-c3ccccn3)n2)cc1,2.621914386749268,0.1278225183486938,3.7566,0.4125000000000001,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg537/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg537/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg537/basic.xyz
4635,1766460299457_stgg4517,O=C(c1ccncc1)c1ccc(-n2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3c(-n4c5ccccc5c5ccccc54)cccc32)cc1,2.788440704345703,0.1225054264068603,3.6702,0.3969999999999998,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4517/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4517/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4517/basic.xyz
4636,1766460299457_stgg4330,CC(C)(C)c1ccc(-c2c(C#N)c(-c3ccc(C(C)(C)C)cc3)c(-c3cccc(N(c4ccccc4)c4ccccc4)c3)c(-c3cccc(N(c4ccccc4)c4ccccc4)c3)c2-c2ccc(C(C)(C)C)cc2)cc1,3.1247503757476807,0.1871843039989471,4.0039,0.5236999999999998,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4330/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4330/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4330/basic.xyz
4637,1766460299457_stgg2051,CC(C)(C)c1cc(-c2nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)nc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)n2)cc(-n2c3ccccc3c3cc(C(C)(C)C)ccc32)c1,2.8697452545166016,0.1075524687767028,3.7576,0.3972000000000002,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2051/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2051/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2051/basic.xyz
4638,1766460299457_stgg522,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3-n3c4ccccc4c4ccc(-n5c6ccccc6c6cc(-n7c8ccccc8c8ccccc87)ccc65)cc43)n2)cc1,2.8991940021514893,0.121606707572937,3.654,0.2907999999999999,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg522/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg522/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg522/basic.xyz
4639,1766460299457_stgg3176,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2cc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)nc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)n2)c1,3.045872449874878,0.2136901915073394,3.7773,0.3980999999999999,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3176/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3176/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3176/basic.xyz
4640,1766460299457_stgg3275,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C(=O)c2ccncc2)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1-n1c2ccc(C(C)(C)C)cc2c2cc(C(C)(C)C)ccc21,2.725716352462769,0.166890412569046,3.367,0.3151999999999999,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3275/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3275/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3275/basic.xyz
4641,1766460299457_stgg1020,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc(-n2c3ccccc3c3cc(C(C)(C)C)ccc32)c1,2.790180921554565,0.1214510798454284,3.824,0.3782999999999998,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1020/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1020/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1020/basic.xyz
4642,1766460299457_stgg3510,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccc(-n6c7ccccc7c7ccccc76)cc5c5cc(-n6c7ccccc7c7cc(-n8c9ccccc9c9ccccc98)ccc76)ccc54)cc3)n2)cc1,2.7301619052886963,0.0925975441932678,3.7617,0.4344999999999999,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3510/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3510/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3510/basic.xyz
4643,1766460299457_stgg4312,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2cc(-c3ccccc3-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)nc(-c3ccccc3)n2)c1,3.031566381454468,0.1814565360546112,3.8397,0.3971,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4312/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4312/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4312/basic.xyz
4644,1766460299457_stgg875,Cc1cc(C)c(B(c2cc(-n3c4ccccc4c4cc(N(c5ccccc5)c5ccccc5)ccc43)cc(C)c2C(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,2.771779537200928,0.1735123991966247,3.4762,0.4327000000000001,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg875/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg875/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg875/basic.xyz
4645,1766460299457_stgg2253,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1ccccc1-c1nc(-c2ccccc2)nc(-c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)c3c4ccccc4n(-c4ccccc4)c23)n1,2.984551429748535,0.2005921304225921,3.7048,0.3066,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2253/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2253/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2253/basic.xyz
4646,1766460299457_stgg4642,c1cc(-c2nccc(-c3ccccc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)n2)cc(-n2c3ccccc3c3ccccc32)c1,3.174779176712036,0.2363211214542389,3.86,0.4232,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4642/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4642/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4642/basic.xyz
4647,1766460299457_stgg1109,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3cccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc(C(C)(C)C)c54)c3)nc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)n2)c1,2.7330477237701416,0.0981201529502868,3.8742,0.4013,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1109/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1109/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1109/basic.xyz
4648,1766460299457_stgg3630,CC(C)(C)c1ccc(-c2cc(C(C)(C)C)cc3c4ccccc4n(-c4cc(-n5c6ccccc6c6cc(C(C)(C)C)ccc65)c(-c5ccccc5)cc4-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)c23)cc1,3.2888102531433105,0.2372276186943054,3.7847,0.3971999999999998,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3630/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3630/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3630/basic.xyz
4649,1766460299457_stgg4495,c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)n3)nc(-n3c4ccccc4c4ccccc43)n2)nc1,2.862495422363281,0.2100245356559753,3.7105,0.3357000000000001,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4495/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4495/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4495/basic.xyz
4650,1766460299457_stgg3102,CC(C)(C)c1ccc(-c2c(C#N)c(-c3cccc(-n4c5ccccc5c5ccccc54)c3)c(-c3ccc(C(C)(C)C)cc3)c(C#N)c2-c2ccccc2)cc1,2.976478099822998,0.2150265574455261,3.7999,0.4051,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3102/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3102/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3102/basic.xyz
4651,1766460299457_stgg3687,CC(C)(C)c1ccc(-c2c(C#N)c(-c3ccc(C(C)(C)C)cc3)c(-c3cccc(C(C)(C)C)c3)c(-c3cccc(N(c4ccccc4)c4ccccc4)c3)c2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,3.1698756217956543,0.2710613906383514,4.0629,0.5226000000000002,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3687/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3687/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3687/basic.xyz
4652,1766460299457_stgg52,O=C(c1ccc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1)c1ccccn1,2.802243232727051,0.2004229426383972,3.4806,0.1943999999999999,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg52/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg52/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg52/basic.xyz
4653,1766460299457_stgg3826,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1c(C#N)cc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc1-c1ccccc1,2.9295923709869385,0.1274744272232055,3.6918,0.2403000000000004,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3826/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3826/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3826/basic.xyz
4654,1766460299457_stgg4198,CC(C)(C)c1ccc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3ccc(C(C)(C)C)cc3)c(-c3cccc(-n4c5ccccc5c5ccccc54)c3)c2C#N)cc1,3.218513250350952,0.2900745272636413,3.8115,0.4041000000000001,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4198/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4198/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4198/basic.xyz
4655,1766460299457_stgg1714,Cc1cc(C)c(B(c2cc(C)c(C)cc2C)c2ccccc2-n2c3ccccc3c3ccccc32)c(C)c1,2.991913080215454,0.15323007106781,3.4085,0.0914999999999999,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1714/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1714/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1714/basic.xyz
4656,1766460299457_stgg2868,c1ccc(-c2cc(-c3cc(-n4c5ccccc5c5cc(-n6c7ccccc7c7ccccc76)ccc54)ccc3-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)nc(-c3ccccc3)n2)cc1,2.653470993041992,0.0822852253913879,3.7859,0.4373999999999998,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2868/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2868/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2868/basic.xyz
4657,1766460299457_stgg2126,CCC(B(c1ccc(C)cc1C)c1cc(C)c(-n2c3ccc(N(c4ccccc4)c4ccccc4)cc3c3cc(N(c4ccccc4)c4ccccc4)ccc32)cc1C)=C(C)C,2.6622276306152344,0.1550155878067016,3.2768,0.4474,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2126/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2126/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2126/basic.xyz
4658,1766460299457_stgg3532,N#Cc1ccc2c(c1)c1ccccc1n2-c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,3.259516954421997,0.2586493194103241,3.9468,0.3839999999999999,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3532/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3532/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg3532/basic.xyz
4659,1766460299457_stgg4421,N#Cc1cc(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccccc3c3ccccc32)c1N1c2ccccc2C(c2ccccc2)(c2ccccc2)c2ccccc21,2.649317741394043,0.167619526386261,2.9035,0.1137000000000001,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4421/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4421/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4421/basic.xyz
4660,1766460299457_stgg4593,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2-n2c3ccccc3c3cc(C(C)(C)C)ccc32)c(C)c1,2.9298672676086426,0.1285586953163147,3.4685,0.1168,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4593/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4593/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg4593/basic.xyz
4661,1766460299457_stgg1697,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2cc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)nc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)n2)c(C(C)(C)C)c1,2.7530503273010254,0.1415930390357971,3.7558,0.3974999999999999,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1697/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1697/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg1697/basic.xyz
4662,1766460299457_stgg2184,c1ccc(-c2nc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3-n3c4ccccc4c4ccccc43)n2)cc1,3.065936088562012,0.2572025954723358,3.491,0.5424000000000002,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2184/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2184/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2184/basic.xyz
4663,1766460299457_stgg886,CC(C)(C)c1cc(C(=O)c2cccc(-n3c4ccc(N(c5ccccc5)c5ccccc5)cc4c4cc(C(C)(C)C)ccc43)c2)cc(C(C)(C)C)c1,2.72554874420166,0.159013420343399,3.463,0.4298999999999999,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg886/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg886/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg886/basic.xyz
4664,1766460299457_stgg709,FC(F)(F)c1c(-n2c3ccccc3c3ccccc32)ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1-n1c2ccccc2c2ccccc21,3.377908706665039,0.3283702135086059,3.9868,0.4633000000000002,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg709/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg709/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg709/basic.xyz
4665,1766460299457_stgg2889,c1ccc(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)nc(-n3c4ccccc4c4ccccc43)n2)cc1,3.01560926437378,0.1900300681591034,3.8475,0.3864000000000001,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2889/geom.xtbopt.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2889/mmff.xyz,/scratch/jaggbow/AutoregressiveMolecules_checkpoints/main_exp/1766460299457/stgg2889/basic.xyz
