,molecule_id,SMILES,vs1,vdelta,vs1_xtb,vdelta_xtb,xtb_coordinates_path,mmff_coordinates_path,basic_coordinates_path
371,chromo5067,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2nnc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)o2)cc1,3.1051,0.5290000000000004,3.766,0.4018000000000001,/scratch/jaggbow/mol_xtb_coordinates/chromo5067/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5067/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5067/basic.xyz
372,chromo3325,Cc1ccc(C=Nc2cc(C(C)C)c(O)cc2C)cc1,3.4217,1.0013999999999998,3.3835,0.4730000000000003,/scratch/jaggbow/mol_xtb_coordinates/chromo3325/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3325/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3325/basic.xyz
373,chromo3481,CCOC(=O)c1c(-c2cc3c(ccc4ccccc43)oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,3.4844,1.2209,3.546,0.8857999999999997,/scratch/jaggbow/mol_xtb_coordinates/chromo3481/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3481/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3481/basic.xyz
374,chromo2284,O=[N+]([O-])c1ccc([N+]2=Cc3ccc4ccccc4c3O[B-]2(F)F)cc1,2.8563,0.7887,3.0705,0.8788999999999998,/scratch/jaggbow/mol_xtb_coordinates/chromo2284/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2284/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2284/basic.xyz
375,chromo4510,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccccc1,3.4158,1.0757,3.7435,0.9711,/scratch/jaggbow/mol_xtb_coordinates/chromo4510/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4510/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4510/basic.xyz
376,chromo2414,CCN(CC)c1ccc(C=Nc2cc3ccccc3cc2N=Cc2ccc(N(CC)CC)cc2O)c(O)c1,3.2051,0.8605,3.2688,0.4548000000000001,/scratch/jaggbow/mol_xtb_coordinates/chromo2414/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2414/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2414/basic.xyz
377,chromo5988,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,2.1436,0.7856000000000001,2.1181,0.2155,/scratch/jaggbow/mol_xtb_coordinates/chromo5988/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5988/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5988/basic.xyz
378,chromo3134,C(=Cc1ccc(C=CSC=C2CCCCCC2)cc1)SC=C1CCCCCC1,3.3858,1.2338,3.7316,0.9089999999999998,/scratch/jaggbow/mol_xtb_coordinates/chromo3134/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3134/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3134/basic.xyz
379,chromo2561,CCOC(=O)C1c2ccccc2C(=O)N1c1ccccc1,4.0815,0.8206000000000002,4.1847,0.6546000000000003,/scratch/jaggbow/mol_xtb_coordinates/chromo2561/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2561/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2561/basic.xyz
380,chromo3136,CC1CCC(=CSC=Cc2ccc(C=CSC=C3CCC(C)CC3)cc2)CC1,3.3861,1.2399,3.7511,0.8444000000000003,/scratch/jaggbow/mol_xtb_coordinates/chromo3136/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3136/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3136/basic.xyz
381,chromo1082,CC1=C2c3ccccc3C(C)=[N+]2[B-](F)(F)n2c(C)c3cc4c(-c5ccccc5)c5c(c(-c6ccccc6)c4cc3c21)-c1cccc2cccc-5c12,2.0934,1.012,2.3391,1.3764000000000003,/scratch/jaggbow/mol_xtb_coordinates/chromo1082/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1082/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1082/basic.xyz
382,chromo1101,CC1=c2ccccc2=[N+]2C1=Cc1c3ccccc3c(-c3[nH]c4ccccc4c3C)n1[B-]2(F)F,2.1708,1.0708999999999995,2.4056,0.9792000000000004,/scratch/jaggbow/mol_xtb_coordinates/chromo1101/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1101/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1101/basic.xyz
383,chromo2810,CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5ccccc5[N+](=O)[O-])ccc4o3)c(=O)oc2c1,2.5828,0.4900000000000002,3.1107,0.7738,/scratch/jaggbow/mol_xtb_coordinates/chromo2810/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2810/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2810/basic.xyz
384,chromo1021,CCCCCCOC(=O)C=CC1=CC2=C(c3c(C)cc(C)cc3C)c3cc(C=CC(=O)OCCCCCC)cn3[B-](F)(F)[N+]2=C1,2.5146,0.9878000000000002,2.6876,1.0847000000000002,/scratch/jaggbow/mol_xtb_coordinates/chromo1021/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1021/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1021/basic.xyz
385,chromo6282,COc1ccc(-c2cccc3ncc(-c4ccc(C#N)cc4)n23)cc1,3.3982,0.8264,3.757,0.5845000000000002,/scratch/jaggbow/mol_xtb_coordinates/chromo6282/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6282/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6282/basic.xyz
386,chromo3474,CCOC(=O)c1c(-c2cc3ccc(OC)cc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,3.8428,1.2747000000000002,3.8341,0.9078,/scratch/jaggbow/mol_xtb_coordinates/chromo3474/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3474/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3474/basic.xyz
387,chromo0761,COc1ccc(C=Cc2nc(C=Cc3ccc(N(C)C)cc3)cc(C=Cc3ccc(N(C)C)cc3)n2)cc1,2.937,0.8304999999999998,3.4055,0.7641999999999998,/scratch/jaggbow/mol_xtb_coordinates/chromo0761/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0761/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0761/basic.xyz
388,chromo3015,CCCCCCc1ccc2c3c(ccc2c1)O[B-](F)(F)[N+](c1ccc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(F)F)cc1)=C3,2.857,0.7771000000000003,2.9219,0.7584,/scratch/jaggbow/mol_xtb_coordinates/chromo3015/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3015/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3015/basic.xyz
389,chromo5498,CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccc5ccc6cccc7ccc3c5c67)(Oc3ccccc3-4)[N+]2=C1C,1.9623,0.7333999999999998,2.3053,1.0073,/scratch/jaggbow/mol_xtb_coordinates/chromo5498/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5498/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5498/basic.xyz
390,chromo5510,CC(C)[Si]1(C(C)C)c2cc(N(C)C)ccc2-c2ccc(C(F)(F)F)cc21,3.5884,0.9423,3.8659,0.8748,/scratch/jaggbow/mol_xtb_coordinates/chromo5510/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5510/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5510/basic.xyz
391,chromo3049,O=C1c2ccccc2C(=O)N1c1ccc(Cn2cncn2)cc1,3.4259,0.3913999999999999,3.4522,0.2759999999999998,/scratch/jaggbow/mol_xtb_coordinates/chromo3049/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3049/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3049/basic.xyz
392,chromo2490,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c(-c4ccccc4)c4c5ccc6c7c(ccc(c(-c8ccccc8)c4c4ccc(c2c34)C1=O)c75)C(=O)N(c1c(C(C)C)cccc1C(C)C)C6=O,1.9409,1.1718000000000002,2.3879,1.0314,/scratch/jaggbow/mol_xtb_coordinates/chromo2490/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2490/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2490/basic.xyz
393,chromo5350,CC(C)(C)NC(=O)c1ccc(Br)c2ccc3c4ccc(F)cc4c4cc(F)ccc4c3c12,3.4151,1.1464999999999996,3.5908,0.6252000000000004,/scratch/jaggbow/mol_xtb_coordinates/chromo5350/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5350/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5350/basic.xyz
394,chromo5521,CCOc1ccc(C=CC=CC=Cc2ccc([N+](=O)[O-])cc2)cc1,2.5938,1.2034999999999998,3.2352,1.1345999999999998,/scratch/jaggbow/mol_xtb_coordinates/chromo5521/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5521/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5521/basic.xyz
395,chromo1832,CC[n+]1c(C=C2C(=O)C(C=C3Sc4cc(Cl)ccc4N3C)=C2[O-])[se]c2ccccc21,2.1601,1.2357999999999998,1.0069,-0.5225000000000002,/scratch/jaggbow/mol_xtb_coordinates/chromo1832/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1832/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1832/basic.xyz
396,chromo6237,CCC(CC)COC1=CC2=C3c4cc(OCC(CC)CC)c(-c5ccccc5)n4[B-](F)(F)[n+]4c3n(c3cc(C(C)(C)C)ccc34)[B-](F)(F)[N+]2=C1c1ccccc1,2.1111,1.2391,2.3934,1.2549,/scratch/jaggbow/mol_xtb_coordinates/chromo6237/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6237/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6237/basic.xyz
397,chromo2208,CC(C)(C)c1ccc(-c2c(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)c(C#N)c(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)c(-c3ccc(C(C)(C)C)cc3)c2-c2ccc(C(C)(C)C)cc2)cc1,3.4972,0.4981,3.9827,0.5027999999999997,/scratch/jaggbow/mol_xtb_coordinates/chromo2208/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2208/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2208/basic.xyz
398,chromo2426,COC(=O)c1cc(=O)n(C)c2cc(-c3cccc(OC)c3)sc12,3.101,1.1823,3.043,0.9657,/scratch/jaggbow/mol_xtb_coordinates/chromo2426/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2426/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2426/basic.xyz
399,chromo3096,COc1cccc2cc(C)c3c4ccccc4n(C)c3c12,3.6824,1.0343,3.6448,0.5406,/scratch/jaggbow/mol_xtb_coordinates/chromo3096/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3096/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3096/basic.xyz
400,chromo3135,C(=Cc1ccc(C=CSC=C2CCCCCCC2)cc1)SC=C1CCCCCCC1,3.3378,1.2184,3.7545,0.8945000000000003,/scratch/jaggbow/mol_xtb_coordinates/chromo3135/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3135/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3135/basic.xyz
401,chromo0491,COc1ccc(N=Nc2c(O)c3ccccc3n(C)c2=O)c(S(=O)(=O)O)c1,2.7448,0.9398000000000002,1.6157,0.0613999999999999,/scratch/jaggbow/mol_xtb_coordinates/chromo0491/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0491/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0491/basic.xyz
402,chromo3700,Fc1ccc(C#Cc2nc(C#Cc3ccc(F)cc3)c(C#Cc3ccc(F)cc3)c(C#Cc3ccc(F)cc3)c2C#Cc2ccc(F)cc2)cc1,2.8242,0.8917999999999999,3.7505,0.6672000000000002,/scratch/jaggbow/mol_xtb_coordinates/chromo3700/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3700/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3700/basic.xyz
403,chromo3307,Oc1ccc(N=Cc2ccccc2Oc2ccccc2)cc1,3.4997,1.0999,3.416,0.4718999999999997,/scratch/jaggbow/mol_xtb_coordinates/chromo3307/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3307/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3307/basic.xyz
404,chromo4709,N#CC(C#N)=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1,2.8276,1.1455,3.2087,1.1,/scratch/jaggbow/mol_xtb_coordinates/chromo4709/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4709/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4709/basic.xyz
405,chromo2132,c1ccc(-n2c3ccccc3c3cc(-c4cccc(-n5c6cccnc6c6c7sc8ccccc8c7ccc65)c4)ccc32)cc1,3.6535,0.6935000000000002,3.7587,0.4429000000000003,/scratch/jaggbow/mol_xtb_coordinates/chromo2132/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2132/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2132/basic.xyz
406,chromo6754,O=c1c2cccc3cccc(c32)c2nc3c(F)c(F)c(F)c(F)c3n12,3.0164,0.993,3.3955,0.8243,/scratch/jaggbow/mol_xtb_coordinates/chromo6754/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6754/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6754/basic.xyz
407,chromo6233,CCCCN(CCCC)c1ccc2c#cc3cc4c#cc5ccc(C(F)(F)F)cc5c#cc#cc5cc(N(CCCC)CCCC)ccc5c#cc4cc3c#cc3ccc(C(F)(F)F)cc3c#cc#cc2c1,2.2737,0.4548999999999998,3.4181,0.4493,/scratch/jaggbow/mol_xtb_coordinates/chromo6233/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6233/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6233/basic.xyz
408,chromo0311,[O-][n+]1c(C=Cc2ccc3ccccc3c2)nc(N2CCOCC2)c2c1CCCC2,2.9267,1.2063,2.8602,0.8485,/scratch/jaggbow/mol_xtb_coordinates/chromo0311/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0311/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0311/basic.xyz
409,chromo4994,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)nc(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)n2)cc1,2.8,0.2764999999999999,3.6771,0.4078999999999997,/scratch/jaggbow/mol_xtb_coordinates/chromo4994/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4994/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4994/basic.xyz
410,chromo6122,CCCCCc1c(C(=O)c2ccc3c4c(cccc24)-c2cccc4c2C3CC=C4)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,2.7916,0.7845,3.406,0.7165000000000004,/scratch/jaggbow/mol_xtb_coordinates/chromo6122/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6122/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6122/basic.xyz
411,chromo3702,C(#Cc1c(C#Cc2ccccc2)c(C#Cc2ccccc2)c(C#Cc2ccccc2)c(C#Cc2ccccc2)c1C#Cc1ccccc1)c1ccccc1,2.6499,0.8325000000000002,3.5174,0.4274999999999997,/scratch/jaggbow/mol_xtb_coordinates/chromo3702/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3702/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3702/basic.xyz
412,chromo0435,Cc1cc(O)c(C(=O)C=Cc2ccc([N+](=O)[O-])cc2)c(=O)o1,3.3054,1.0465,3.4179,0.6892999999999998,/scratch/jaggbow/mol_xtb_coordinates/chromo0435/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0435/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0435/basic.xyz
413,chromo2302,CCCCN1c2ccccc2B(c2ccccc2C(F)(F)F)c2ccccc21,3.4734,0.7374999999999998,3.4342,0.7132000000000001,/scratch/jaggbow/mol_xtb_coordinates/chromo2302/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2302/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2302/basic.xyz
414,chromo0414,Cc1ccc(C=Cc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c2C=Cc2ccc(C)cc2)cc1,2.3049,0.6523999999999999,3.1784,0.8188999999999997,/scratch/jaggbow/mol_xtb_coordinates/chromo0414/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0414/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0414/basic.xyz
415,chromo5511,CC(C)[Si]1(C(C)C)c2cc(C#N)ccc2-c2ccc(N(C)C)cc21,3.4341,0.9501999999999996,3.7665,0.8625000000000003,/scratch/jaggbow/mol_xtb_coordinates/chromo5511/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5511/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5511/basic.xyz
416,chromo4718,N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,2.744,1.0224000000000002,3.2267,1.0494000000000003,/scratch/jaggbow/mol_xtb_coordinates/chromo4718/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4718/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4718/basic.xyz
417,chromo2473,CN(C)c1ncc2nc(C#N)n(Cc3ccccc3)c2n1,3.688,1.1285000000000005,3.8052,0.9681000000000002,/scratch/jaggbow/mol_xtb_coordinates/chromo2473/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2473/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2473/basic.xyz
418,chromo4352,Clc1nnc(ON=Cc2ccc(N(c3ccc(Br)cc3)c3ccc(Br)cc3)cc2)nn1,2.1684,0.7418,1.9223,0.0030999999999998,/scratch/jaggbow/mol_xtb_coordinates/chromo4352/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4352/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4352/basic.xyz
419,chromo3281,F[B-]1(F)n2c(ccc2N2CCOCC2)C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,2.5803,1.3118,2.5309,1.5408,/scratch/jaggbow/mol_xtb_coordinates/chromo3281/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3281/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3281/basic.xyz
420,chromo5355,c1ccc(-n2c3ccccc3c3cc(C4(c5ccc6c(c5)c5ccccc5n6-c5ccccc5)c5cc(-c6ccc7ccc8cccc9ccc6c7c89)ccc5-c5ccc(-c6ccc7ccc8cccc9ccc6c7c89)cc54)ccc32)cc1,3.0882,1.0696,3.6716,0.9391000000000004,/scratch/jaggbow/mol_xtb_coordinates/chromo5355/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5355/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5355/basic.xyz
421,chromo1161,CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,2.709,0.8284,2.8357,0.8578000000000001,/scratch/jaggbow/mol_xtb_coordinates/chromo1161/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1161/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1161/basic.xyz
422,chromo1797,CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c(C)c6C(=O)C5)C(CCC(=O)OC)C4C)c(C)c3C=C(c1ccccc1)[N+](=O)[O-],1.9942,0.7585,2.1496,0.4439999999999999,/scratch/jaggbow/mol_xtb_coordinates/chromo1797/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1797/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1797/basic.xyz
423,chromo5267,CC1=CC(C)=[N+]2C1=C(c1c3ccccc3c(-c3ccccc3)c3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,2.4196,0.9135,2.9019,1.4301,/scratch/jaggbow/mol_xtb_coordinates/chromo5267/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5267/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5267/basic.xyz
424,chromo6692,CCCCCCOc1ccc2c(c1)-c1cc3c(cc1[Si]2(C)C)-c1ccccc1[Si]3(C)C,3.6755,1.1056,4.0871,0.7470000000000003,/scratch/jaggbow/mol_xtb_coordinates/chromo6692/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6692/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6692/basic.xyz
425,chromo2443,CC(=O)c1cc(=O)n(C)c2cc(-c3ccc(N(C)C)cc3)sc12,2.6191,0.8869,2.8756,0.9027999999999998,/scratch/jaggbow/mol_xtb_coordinates/chromo2443/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2443/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2443/basic.xyz
426,chromo5914,COc1ccc(-c2cc(-c3ccccc3)nn2C)cc1,4.6015,1.4183999999999997,4.6542,0.7021000000000002,/scratch/jaggbow/mol_xtb_coordinates/chromo5914/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5914/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5914/basic.xyz
427,chromo0307,CCCCNc1nc(C=Cc2ccccc2)[n+]([O-])c2c1CCCC2,2.8472,1.1765,2.6254,0.8782999999999999,/scratch/jaggbow/mol_xtb_coordinates/chromo0307/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0307/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0307/basic.xyz
428,chromo2205,CC(C)(C)c1ccc(-c2c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c(C#N)c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c(-c3ccc(C(C)(C)C)cc3)c2-c2ccc(C(C)(C)C)cc2)cc1,3.3103,0.2825999999999999,3.9223,0.4714999999999998,/scratch/jaggbow/mol_xtb_coordinates/chromo2205/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2205/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2205/basic.xyz
429,chromo4386,CC(C)(C)c1ccc(-c2cc3ccc4cc(-c5ccc(C(C)(C)C)cc5)cc5ccc(c2)c3c45)cc1,3.3873,1.2721,3.5888,0.7881,/scratch/jaggbow/mol_xtb_coordinates/chromo4386/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4386/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4386/basic.xyz
430,chromo5567,Cc1cc(C)n2c1C=C1c3ccccc3C(c3[nH]c4ccccc4c3C)=[N+]1[B-]2(F)F,2.2801,1.1146,2.5792,1.2083000000000002,/scratch/jaggbow/mol_xtb_coordinates/chromo5567/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5567/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5567/basic.xyz
431,chromo4514,CC1=NN(c2ccccc2)C(=O)C1=Cc1cn(-c2ccccc2)nc1-c1ccccc1,2.5404,0.7748999999999999,2.6594,0.5675000000000003,/scratch/jaggbow/mol_xtb_coordinates/chromo4514/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4514/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4514/basic.xyz
432,chromo5444,C(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(-c2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,2.7124,0.7949000000000002,3.3505,0.5646,/scratch/jaggbow/mol_xtb_coordinates/chromo5444/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5444/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5444/basic.xyz
433,chromo6437,COc1cc2c(cc1OC)C1=CC(c3ccccc3)C3(C(C#N)=C(C#N)N1CC2)c1ccccc1-c1ccccc13,3.2808,0.9212000000000002,3.5382,1.0507999999999995,/scratch/jaggbow/mol_xtb_coordinates/chromo6437/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6437/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6437/basic.xyz
434,chromo1932,CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)C(=O)N(CC)C1=S,2.2493,1.2612,2.4555,1.0398999999999998,/scratch/jaggbow/mol_xtb_coordinates/chromo1932/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1932/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1932/basic.xyz
435,chromo2170,c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)c1ccccc1n2-c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,3.5558,0.4129,3.8676,0.451,/scratch/jaggbow/mol_xtb_coordinates/chromo2170/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2170/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2170/basic.xyz
