,molecule_id,SMILES,vs1_gt,vdelta_gt,vs1_xtb_gt,vdelta_xtb_gt,xtb_coordinates_path,mmff_coordinates_path,basic_coordinates_path,target_core,vs1,vdelta,vs1_xtb,vdelta_xtb,vs1_labeling,vdelta_labeling
43,chromo3072,CN(C)c1cc(-c2ccccc2)cc2ccccc12,3.7324,1.2202000000000002,4.254562727402591,0.9231401547244744,/scratch/jaggbow/mol_xtb_coordinates/chromo3072/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3072/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3072/basic.xyz,1,,,,,,
44,chromo4629,O=C(NCc1ccccc1)c1sc(-c2ccc(-c3cc(C4CC4)c(C(=O)NCc4ccccc4)s3)s2)cc1C1CC1,2.9857,1.1684,1.406733777655834,0.4928687040499397,/scratch/jaggbow/mol_xtb_coordinates/chromo4629/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4629/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4629/basic.xyz,1,,,,,,
45,chromo6345,COC(=O)c1[nH]c(-c2ccccc2)c2nnc3c4ccccc4oc3c12,3.1826,1.2253999999999998,3.008910138563109,0.9536784936208756,/scratch/jaggbow/mol_xtb_coordinates/chromo6345/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6345/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6345/basic.xyz,0,,,,,,
46,chromo0996,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(C#Cc4ccccc4)ccc32)cc1,2.2191,1.0468000000000002,4.079380508864856,1.4659344202488769,/scratch/jaggbow/mol_xtb_coordinates/chromo0996/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0996/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0996/basic.xyz,1,,,,,,
47,chromo0501,O=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)C1C(c2ccc(F)cc2)CC(O)(c2ccccn2)CC1(O)c1ccccn1,3.1883,0.706,2.6117620139712816,0.42878944244657535,/scratch/jaggbow/mol_xtb_coordinates/chromo0501/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0501/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0501/basic.xyz,1,,,,,,
48,chromo4152,CCC1(CC)c2cc(C=Cc3cc(Br)c(C=Cc4ccc5c(c4)C(CC)(CC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)cc3Br)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,2.3475,0.5699000000000001,5.126456565794927,1.0218091232685138,/scratch/jaggbow/mol_xtb_coordinates/chromo4152/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4152/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4152/basic.xyz,0,,,,,,
49,chromo4169,CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(-c3ccc(C#N)cc3)ccc21,3.029,0.7915999999999999,3.9215163309050167,0.676348307616392,/scratch/jaggbow/mol_xtb_coordinates/chromo4169/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4169/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo4169/basic.xyz,0,,,,,,
50,chromo3326,CCc1ccc(C=Nc2cc(C(C)C)c(O)cc2C)cc1,3.4114,0.9977,2.876921177600765,0.33348927680980645,/scratch/jaggbow/mol_xtb_coordinates/chromo3326/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3326/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3326/basic.xyz,1,,,,,,
51,chromo5513,CC(C)[Si]1(C(C)C)c2cc(C=C(C#N)C#N)ccc2-c2ccc(N(C)C)cc21,2.6366,0.8204,2.788989964956173,0.7682626886927494,/scratch/jaggbow/mol_xtb_coordinates/chromo5513/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5513/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo5513/basic.xyz,0,,,,,,
52,chromo6518,COc1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,3.1344,1.1806,3.702439123120552,1.1055705379758816,/scratch/jaggbow/mol_xtb_coordinates/chromo6518/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6518/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6518/basic.xyz,0,,,,,,
53,chromo1632,COc1ccc(-c2cc(-c3ccc(OC)cc3)c3c(N)nc(N4CCCC4)c(C#N)c3n2)cc1,2.9417,0.5827999999999998,3.0973723831033286,0.6052570514330669,/scratch/jaggbow/mol_xtb_coordinates/chromo1632/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1632/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1632/basic.xyz,0,,,,,,
54,chromo6777,CCCCCCCC(CCCCCCC)N1C(=O)c2c(Br)cc3c4cc(Br)c5c6c(c(Br)cc(c7cc(Br)c(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O,2.4932,1.088,1.6413396869895687,0.6349528651544588,/scratch/jaggbow/mol_xtb_coordinates/chromo6777/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6777/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo6777/basic.xyz,0,,,,,,
55,chromo3410,COc1ccc(C(=O)C=C2C(=O)Nc3ccccc32)cc1,3.3287,1.0630000000000002,3.459016628597695,0.6406442788168859,/scratch/jaggbow/mol_xtb_coordinates/chromo3410/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3410/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo3410/basic.xyz,0,,,,,,
56,chromo1218,O=c1c2cc(F)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,3.015,0.7723,3.365377465676482,0.6315129840284983,/scratch/jaggbow/mol_xtb_coordinates/chromo1218/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1218/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1218/basic.xyz,0,,,,,,
57,chromo1536,Cc1ccc(C(=O)NN2C3=C(CC4=C2CCCC4=O)C(=O)CCC3)cc1,3.4139,0.9558,4.170435288353456,1.0547521681457581,/scratch/jaggbow/mol_xtb_coordinates/chromo1536/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1536/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo1536/basic.xyz,0,,,,,,
58,chromo0505,CC(C)c1cccc(C(C)C)c1N1C(=O)c2cccc3c(Oc4ccc(C(C)(C)c5ccccc5)cc4)ccc(c23)C1=O,3.4354,1.1458,2.6489464654901873,0.6454008214220847,/scratch/jaggbow/mol_xtb_coordinates/chromo0505/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0505/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo0505/basic.xyz,0,,,,,,
59,chromo2613,N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,3.1709,0.995,4.37118107386903,1.070539444395178,/scratch/jaggbow/mol_xtb_coordinates/chromo2613/geom.xtbopt.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2613/mmff.xyz,/scratch/jaggbow/mol_xtb_coordinates/chromo2613/basic.xyz,1,,,,,,
